-4.7386,0.089092,0.0010973,0
-4.1104,0.53273,0.0018639,0
-4.529,0.64498,0.0010711,0
-4.7707,0.60628,0.00095688,0
-4.4506,0.56307,0.0012481,0
-5.03,0.54573,0.00080108,0
-4.8859,0.56478,0.00091955,0
-4.3022,0.63579,0.0017757,0
-4.4474,0.74102,0.0013027,0
-3.6853,0.80711,0.003152,0
-3.094,0.89213,0.0074425,0
-3.0295,0.87022,0.0077106,0
-3.3872,0.81775,0.0048012,0
-3.6675,0.70233,0.0038045,0
-4.4792,0.63314,0.0016707,0
-4.7807,0.53529,0.00099819,0
-4.9324,0.46901,0.00085696,0
-5.3377,0.46878,0.00049712,0
-4.5648,0.4862,0.0016184,0
-4.2413,0.56031,0.0020374,0
-4.8487,0.56136,0.00091627,0
-5.1257,0.54415,0.00069166,0
-4.995,0.5517,0.00074299,0
-4.4325,0.57651,0.0015684,0
-4.3192,0.63643,0.0018722,0
-4.5158,0.69507,0.001041,0
-3.7627,0.67506,0.0034917,0
-3.7556,0.66366,0.0031959,0
-4.4604,0.63149,0.0011862,0
-4.1887,0.64358,0.001831,0
-3.9528,0.68566,0.0026485,0
-4.1212,0.66751,0.0020607,0
-4.1771,0.55428,0.0018907,0
-5.0651,0.44539,0.00060596,0
-5.481,0.41001,0.00051163,0
-5.0724,0.38503,0.00072517,0
-5.5375,0.34231,0.00049283,0
-5.7246,0.30806,0.00041703,0
-5.8842,0.29806,0.00041542,0
-5.6049,0.29271,0.00051626,0
-5.4317,0.28451,0.00054298,0
-6.027,0.27234,0.00037097,0
-5.9335,0.26141,0.00041942,0
-5.9882,0.25928,0.00040487,0
-5.9788,0.25333,0.00040401,0
-5.9773,0.25278,0.00039965,0
-6.0351,0.25565,0.00041092,0
-5.9612,0.25685,0.00040804,0
-5.9672,0.25361,0.00039704,0
-5.9972,0.24785,0.00039938,0
-6.0165,0.24784,0.00041835,0
-5.9641,0.25062,0.00039601,0
-5.9337,0.24998,0.00036865,0
-6.0065,0.24283,0.00038508,0
-6.0093,0.24689,0.00037216,0
-5.6661,0.27355,0.00035627,0
-4.3614,0.39747,0.0018753,0
-4.1025,0.56751,0.002386,0
-5.0043,0.43236,0.00063913,0
-5.5094,0.31084,0.00049544,0
-5.7948,0.28658,0.00041357,0
-5.6667,0.27155,0.00044644,0
-5.976,0.26888,0.00038602,0
-5.9867,0.26519,0.00039853,0
-6.022,0.27037,0.00037784,0
-5.9194,0.27268,0.00041833,0
-6.0553,0.27778,0.00036182,0
-6.0183,0.29883,0.00038187,0
-5.5185,0.35544,0.00056008,0
-5.185,0.42014,0.00062887,0
-5.3085,0.40512,0.00058667,0
-5.8095,0.34279,0.00045978,0
-6.0065,0.31276,0.00038476,0
-5.8967,0.30555,0.00038834,0
-5.8248,0.30301,0.00039365,0
-5.9072,0.30109,0.00042082,0
-5.9114,0.30333,0.00044377,0
-5.6561,0.31708,0.00058495,0
-5.5479,0.35589,0.00053949,0
-5.1122,0.39414,0.00073888,0
-4.9451,0.4566,0.00084621,0
-5.1411,0.53114,0.0008401,0
-4.6725,0.62627,0.0012814,0
-3.9502,0.69124,0.0020761,0
-3.9834,0.69618,0.0022796,0
-4.4323,0.65071,0.0015386,0
-4.8438,0.67097,0.0010941,0
-4.0235,0.60003,0.0022153,0
-4.8903,0.52272,0.001079,0
-5.2186,0.47185,0.00065409,0
-4.9734,0.44627,0.00086794,0
-5.1031,0.42729,0.00076029,0
-5.2552,0.42916,0.00059458,0
-5.1116,0.41727,0.00063743,0
-5.2399,0.40331,0.00060376,0
-5.3812,0.40472,0.00057429,0
-5.2065,0.41044,0.00059013,0
-5.2604,0.42754,0.00062641,0
-5.0685,0.43509,0.0008209,0
-4.7545,0.43228,0.00089729,0
-5.1602,0.45556,0.00065529,0
-5.2068,0.4641,0.00063579,0
-4.7808,0.47239,0.00084435,0
-5.082,0.48523,0.00065234,0
-5.2984,0.49124,0.00055391,0
-4.9779,0.52821,0.00078976,0
-4.6486,0.53624,0.0011825,0
-5.0133,0.53307,0.00077379,0
-5.0017,0.49989,0.00080687,0
-5.2048,0.49086,0.00067869,0
-5.1539,0.51473,0.00064999,0
-4.666,0.5571,0.0010255,0
-4.6551,0.62101,0.0010251,0
-4.5286,0.60351,0.0020119,0
-5.0002,0.57281,0.0012882,0
-5.1873,0.51059,0.0006543,0
-5.1072,0.49743,0.00062219,0
-4.7865,0.52074,0.0011319,0
-4.2224,0.54851,0.0022847,0
-4.5451,0.55812,0.0013413,0
-4.757,0.53737,0.00091224,0
-4.5667,0.52234,0.0012506,0
-5.0192,0.52751,0.00069946,0
-4.8835,0.55462,0.00061496,0
-4.1706,0.64687,0.0027917,0
-3.8548,0.68722,0.0038979,0
-4.0521,0.52923,0.0024276,0
-4.3404,0.072668,0.001895,0
-4.1191,0.54978,0.0017216,0
-4.0908,0.77147,0.0024943,0
-4.5919,0.75074,0.0011521,0
-4.3125,0.70217,0.0015671,0
-4.7949,0.67316,0.0010127,0
-4.7842,0.65925,0.00095851,0
-4.5881,0.69606,0.0011524,0
-4.0654,0.79456,0.0019088,0
-3.9422,0.87487,0.0026169,0
-3.7517,0.90413,0.0036171,0
-3.7323,0.92764,0.0040433,0
-3.5802,0.931,0.0047548,0
-4.2224,0.8967,0.0021263,0
-3.8889,0.82072,0.0030965,0
-4.306,0.74337,0.001619,0
-4.6102,0.66999,0.0012295,0
-5.0249,0.59919,0.00090113,0
-5.4444,0.57943,0.00055238,0
-4.9787,0.59304,0.00070193,0
-4.7863,0.65811,0.00096976,0
-4.4837,0.66781,0.0017263,0
-4.85,0.66499,0.00096221,0
-4.6717,0.67693,0.00088025,0
-4.389,0.70712,0.001693,0
-4.2925,0.76449,0.0014373,0
-4.2916,0.80797,0.0016242,0
-3.938,0.79152,0.0028985,0
-4.5612,0.76505,0.0015638,0
-4.6594,0.72919,0.0010386,0
-4.7162,0.74459,0.0010438,0
-4.4967,0.78023,0.0010889,0
-4.0626,0.7782,0.0019041,0
-4.2997,0.68474,0.0020316,0
-5.1807,0.56037,0.00058625,0
-5.4897,0.51017,0.00056008,0
-5.3296,0.47793,0.00057523,0
-5.3978,0.44517,0.00048918,0
-5.5823,0.38421,0.00049611,0
-5.9393,0.3649,0.00041939,0
-5.5473,0.35237,0.00053181,0
-5.5589,0.34062,0.00051143,0
-5.9565,0.32368,0.00039057,0
-5.9338,0.30426,0.00040573,0
-5.992,0.29894,0.00040051,0
-6.0108,0.29682,0.00038776,0
-5.9727,0.29611,0.00037459,0
-5.9815,0.29885,0.00040552,0
-6.0068,0.30053,0.00039369,0
-6.0225,0.30139,0.00039516,0
-6.032,0.29191,0.00040291,0
-6.0549,0.29235,0.00038798,0
-5.9723,0.29111,0.00036753,0
-6.0469,0.29617,0.00039629,0
-5.9997,0.29527,0.0003898,0
-6.0986,0.3066,0.00036826,0
-5.816,0.35531,0.00041847,0
-4.4878,0.54823,0.0015438,0
-3.9368,0.69593,0.003206,0
-4.5095,0.57208,0.0013115,0
-5.6965,0.39828,0.00040997,0
-5.9381,0.3428,0.00039531,0
-5.574,0.33142,0.00047377,0
-5.9484,0.35844,0.00041997,0
-5.8372,0.36894,0.00041233,0
-5.8021,0.38458,0.00043594,0
-5.5604,0.40862,0.00051768,0
-5.3543,0.44603,0.00072014,0
-5.3683,0.52245,0.00073272,0
-4.9175,0.58992,0.00089081,0
-4.5738,0.61954,0.0011646,0
-4.8636,0.60909,0.00094971,0
-4.9717,0.56652,0.00094593,0
-5.1152,0.52295,0.00069434,0
-5.0876,0.48557,0.00073168,0
-5.1973,0.44543,0.00074722,0
-5.4409,0.42213,0.00054722,0
-5.5591,0.41642,0.00054536,0
-5.3607,0.4375,0.00064568,0
-5.5115,0.4915,0.00050185,0
-5.309,0.53998,0.00058082,0
-5.1745,0.63861,0.00079624,0
-4.0253,0.74373,0.0028783,0
-3.9594,0.80475,0.0026387,0
-4.3732,0.82927,0.0014982,0
-4.4619,0.83007,0.0015848,0
-4.2621,0.83861,0.0017566,0
-3.9769,0.84175,0.0022865,0
-4.2041,0.8131,0.0022286,0
-4.5822,0.71523,0.0014189,0
-5.1373,0.60756,0.00066713,0
-5.3909,0.55853,0.00053069,0
-5.2623,0.54292,0.00059747,0
-5.4994,0.53178,0.00050795,0
-5.3197,0.49891,0.00053623,0
-5.3431,0.48563,0.00055163,0
-5.601,0.49362,0.00046914,0
-5.3616,0.48956,0.00059111,0
-5.1682,0.49358,0.00066983,0
-5.4628,0.50412,0.00049212,0
-5.0887,0.51925,0.00061091,0
-5.334,0.55031,0.00056979,0
-5.2409,0.55988,0.00058231,0
-5.0848,0.56452,0.00067874,0
-5.1534,0.56777,0.00067606,0
-4.8782,0.57101,0.00092433,0
-4.9337,0.59394,0.00077981,0
-4.8596,0.60132,0.00093685,0
-4.9074,0.60186,0.00080043,0
-5.0441,0.59062,0.0007288,0
-5.0219,0.59788,0.00082524,0
-4.9381,0.63734,0.000956,0
-4.6952,0.67948,0.001097,0
-4.681,0.71578,0.0011467,0
-4.2953,0.7331,0.0018375,0
-4.3466,0.73752,0.0024573,0
-4.3428,0.67039,0.0020288,0
-4.9489,0.63489,0.0007523,0
-4.7792,0.63128,0.00089129,0
-4.8425,0.64853,0.00082056,0
-4.9487,0.63566,0.00085858,0
-4.9759,0.61433,0.00071324,0
-4.9406,0.60939,0.00083648,0
-5.0102,0.64963,0.00079476,0
-4.5234,0.71366,0.0010273,0
-4.5671,0.79007,0.0009916,0
-4.0687,0.79352,0.0015752,0
-4.6185,0.76101,0.0011618,0
-4.9126,0.43924,0.00084031,0
