-5.2865,0,0
-5.5423,0,0
-5.41,0,0
-5.5724,0,0
-5.8727,0,0
-6.2975,0,0
-6.0112,0.19923,0
-6.0407,0.1443,0
-5.9842,0.12706,0
-6.2412,0.073539,0
-6.6385,0.050011,0
-6.033,0.031944,0
-6.1213,0.027607,0
-6.0582,0.011101,0
-5.938,0,0
-6.8158,0,0
-6.8174,0,0
-6.9722,0,0
-6.5503,0,0
-6.8058,0,0
-7.0786,0,0
-6.9721,0,0
-6.9354,0,0
-5.3654,0,0
-5.9642,0.0043664,0
-6.7168,0,0
-6.7634,0,0
-6.6817,0.010757,0
-6.7293,0.012616,0
-6.8722,0.0054169,0
-6.8885,0.0072247,0
-6.9731,0.0072247,0
-6.9324,0.0072247,0
-6.6976,0.0072247,0
-6.8185,0.012616,0
-6.9864,0.012616,0
-6.8454,0.012616,0
-6.7322,0.012616,0
-6.0454,0.040229,0
-5.3188,0.053607,0
-5.0395,0.061709,0
-5.4891,0.088625,0
-5.59,0.11372,0
-5.6916,0.16,0
-6.1611,0.22461,0
-6.4774,0.22461,0
-5.237,0.29155,0
-5.3608,0.19884,0
-5.4252,0.16,0
-6.8775,0.16,0
-6.0167,0.16,0
-5.6548,0.16,0
-6.0143,0.19884,0
-6.2681,0.24276,0
-5.9983,0.24276,0
-5.638,0.21342,0
-4.7381,0.21342,0
-4.6097,0.17954,0
-4.8426,0.12971,0
-5.3554,0.12288,0
-5.4122,0.11467,0
-5.2829,0.082776,0
-5.6491,0.075842,0
-6.2571,0.049629,0
-6.6922,0.049629,0
-6.5545,0.049629,0
-6.9741,0.049629,0
-6.7538,0.049629,0
-6.7018,0.060562,0
-6.9499,0.060562,0
-6.8047,0.075842,0
-6.2223,0.077952,0
-5.5227,0.077952,0
-6.284,0.091036,0
-6.0086,0.11905,0
-5.5089,0.28582,0
-5.4056,0.30637,0
-5.8424,0.31272,0
-5.6311,0.40436,0
-5.6278,0.41591,0
-5.9581,0.41591,0
-4.362,0.3635,0
-4.9869,0.25013,0
-4.914,0.16138,0
-5.4527,0.16138,0
-5.0368,0.10695,0
-5.9511,0.021257,0
-6.6406,0.020966,0
-6.9329,0.0067846,0
-6.4231,0.004808,0
-5.8882,0.004808,0
-6.2213,0.004808,0
-6.5685,0.004808,0
-6.1838,0.004808,0
-5.6456,0.004808,0
-5.8514,0.0038938,0
-5.0708,0.0038938,0
-5.5854,0.0038938,0
-5.9973,0.004808,0
-6.7473,0.041013,0
-5.3942,0.053163,0
-6.1456,0.10475,0
-6.3897,0.12804,0
-5.9036,0.07897,0
-6.055,0.07897,0
-5.1266,0.07897,0
-5.7197,0.10475,0
-6.2794,0.12804,0
-5.617,0.13893,0
-5.5059,0.13893,0
-5.4138,0.15881,0
-4.4346,0.15881,0
-4.5646,0.096359,0
-5.7093,0.086008,0
-4.9644,0.07897,0
-5.5916,0.065408,0
-6.5611,0.065408,0
-6.3574,0.046296,0
-6.7586,0.034513,0
-6.8361,0,0
-6.7128,0,0
-6.8756,0,0
-6.9135,0,0
-7.0003,0,0
-7.1797,0,0
-6.885,0,0
-6.8574,0,0
-6.7412,0,0
-5.0934,0,0
-6.1234,0,0
-5.5587,0,0
-5.7109,0,0
-6.0306,0.19221,0
-6.1273,0.25169,0
-6.1384,0.29313,0
-6.4851,0.25441,0
-4.6334,0.19774,0
-5.0636,0.1443,0
-5.6859,0.12212,0
-5.5184,0.098086,0
-5.9453,0.076246,0
-6.7961,0.065471,0
-6.5046,0.044964,0
-6.7028,0.035036,0
-5.688,0.030689,0
-6.5601,0.025772,0
-6.9308,0.025772,0
-6.5634,0.025772,0
-5.9413,0.027607,0
-6.7372,0.025772,0
-6.7754,0.027607,0
-6.1594,0.035036,0
-5.819,0.044581,0
-5.1925,0.044512,0
-5.2352,0.044198,0
-6.9819,0.051919,0
-6.7939,0.059349,0
-6.6352,0.053607,0
-6.8339,0.059349,0
-6.8893,0.059349,0
-6.8992,0.059349,0
-6.8657,0.059349,0
-6.881,0.061709,0
-6.431,0.066319,0
-6.7151,0.068527,0
-6.2951,0.076368,0
-5.7121,0.088625,0
-6.4373,0.1281,0
-5.5716,0.13791,0
-5.7241,0.20861,0
-5.8767,0.30578,0
-5.2509,0.35499,0
-6.2696,0.38664,0
-6.7679,0.39252,0
-6.6721,0.39346,0
-5.7257,0.36561,0
-5.4503,0.33485,0
