-4.9279,0,0
-4.6461,0,0
-5.4105,0,0
-5.6476,0,0
-4.8057,0,0
-5.1853,0,0
-5.2399,0.34824,0
-5.5689,0.31212,0
-5.359,0.31212,0
-5.4124,0.30398,0
-5.8201,0.29882,0
-4.8596,0.27581,0
-5.6741,0.26477,0
-4.8256,0.26477,0
-5.8069,0.27,0
-5.9158,0.26737,0
-6.1681,0.25841,0
-6.1279,0.25841,0
-6.2094,0.25841,0
-6.1308,0.25841,0
-5.9353,0.23655,0
-5.6859,0.22538,0
-5.3588,0.21548,0
-5.2209,0.20813,0
-5.3007,0.16682,0
-5.5235,0.12348,0
-5.7331,0.10676,0
-6.832,0.089604,0
-5.381,0.089604,0
-5.3279,0.089604,0
-6.4393,0.081427,0
-6.1942,0.081427,0
-6.6036,0.055356,0
-6.7379,0.055356,0
-6.4509,0.079728,0
-6.1906,0.055356,0
-6.5568,0.055356,0
-6.4672,0.079728,0
-6.7432,0.079779,0
-6.6247,0.079779,0
-6.7433,0.055356,0
-6.7291,0.048822,0
-6.6731,0.048822,0
-6.4902,0.079779,0
-6.5289,0.079779,0
-6.4357,0.084995,0
-6.2549,0.084995,0
-4.6214,0.084151,0
-4.3797,0.084995,0
-5.3786,0.069407,0
-6.694,0.069407,0
-6.535,0.069407,0
-6.4647,0.066947,0
-6.3326,0.069407,0
-6.2977,0.069407,0
-6.7766,0.069407,0
-6.2261,0.069407,0
-6.3254,0.051127,0
-6.7595,0.051127,0
-6.693,0.051127,0
-6.8354,0.051127,0
-6.4936,0.051127,0
-6.4577,0.051127,0
-6.8548,0.051127,0
-6.6828,0.045115,0
-6.3808,0.045115,0
-6.1309,0.044953,0
-6.332,0.044953,0
-6.6638,0.044953,0
-6.7519,0.044953,0
-6.9641,0.05618,0
-6.7098,0.05618,0
-6.7171,0.05618,0
-6.488,0.072076,0
-6.2438,0.074864,0
-6.252,0.075021,0
-6.4612,0.087889,0
-5.8079,0.11734,0
-5.6401,0.12809,0
-4.8296,0.15906,0
-4.9599,0.22131,0
-5.6363,0.2363,0
-4.7865,0.24277,0
-6.0768,0.27534,0
-5.026,0.24709,0
-4.966,0.23631,0
-5.1907,0.2331,0
-5.3807,0.21838,0
-5.3699,0.21838,0
-5.7394,0.21838,0
-5.5292,0.21838,0
-5.9161,0.21838,0
-5.196,0.21838,0
-4.5852,0.21838,0
-4.7012,0.21838,0
-5.3803,0.21838,0
-5.5605,0.21838,0
-5.1818,0.22933,0
-5.9182,0.25319,0
-5.8327,0.28487,0
-5.7971,0.29528,0
-5.7816,0.29528,0
-6.0058,0.28487,0
-5.8487,0.28487,0
-5.3306,0.27396,0
-6.083,0.27396,0
-5.5524,0.27396,0
-5.8888,0.27396,0
-5.7506,0.27396,0
-6.0483,0.28487,0
-5.0897,0.28487,0
-5.3244,0.28487,0
-5.5057,0.2883,0
-4.1504,0.29565,0
-4.0726,0.33563,0
-4.1278,0.35687,0
-5.1311,0.37751,0
-4.8885,0.37751,0
-4.5298,0.39588,0
-5.6674,0.39588,0
-4.7315,0.34467,0
-4.5285,0.28555,0
-5.5173,0.21722,0
-4.4745,0.14488,0
-4.8511,0.13154,0
-5.9303,0.1185,0
-6.0509,0.1185,0
-6.5766,0.10651,0
-5.8664,0.10303,0
-6.285,0.095808,0
-5.2338,0.099894,0
-6.3434,0.099894,0
-6.4153,0.095808,0
-6.6916,0.094457,0
-6.5915,0.094457,0
-6.5821,0.08218,0
